#Model files used:	unknown
#Model used:	TIEGCM
#Coordinates:	GDZ	sph
#utc_time	c1	c2	c3
#[s]	[R_E]	[R_E]	[R_E]
1679699972.979000	-45.646332	38.434155	107.000000
1679700016.312000	-43.314484	40.341927	107.000000
1679700086.319000	-39.752319	42.821167	107.000000
1679700132.579000	-36.771515	44.580265	106.999992
1679700202.870000	-32.481659	46.657104	107.000000
1679700245.968000	-29.173859	47.969181	107.000000
1679700316.428000	-24.174835	49.543385	107.000000
1679700377.054000	-18.934998	50.742126	107.000000
1679700447.609000	-13.271851	51.591370	107.000000
1679700490.544000	-9.131042	51.946976	107.000000
1679700560.956000	-3.215027	52.090988	106.999992
1679700607.109000	1.269675	51.916279	107.000000
1679700677.567000	7.064760	51.312477	107.000000
1679700720.698000	11.050561	50.643192	107.000000
1679700790.956000	16.362339	49.377754	106.999992
1679700923.066000	26.090630	45.726494	107.000000
1679700993.155000	30.167553	43.531666	107.000000
1679701036.763000	32.877644	41.805298	107.000000
1679701106.329000	36.253021	39.254936	107.000000
1679701153.111000	38.641106	37.150436	107.000000
1679701222.789000	41.414196	34.299778	107.000000
1679701266.013000	43.243160	32.161041	107.000008
1679701337.087000	45.583706	29.033188	107.000000
1679701396.960000	47.588139	25.942587	106.999992
1679701468.103000	49.451817	22.618282	107.000000
1679701510.549000	50.628365	20.259569	107.000000
1679701581.572000	52.175476	16.816166	107.000000
1679701627.127000	53.219501	14.218114	107.000000
1679701698.170000	54.481380	10.668358	107.000008
1679701740.898000	55.285275	8.150929	107.000000
1679701811.761000	56.321037	4.534937	107.000000
1679701872.007000	57.220741	1.013309	107.000000
1679701942.961000	58.040039	-2.679012	107.000000
1679701985.606000	58.566410	-5.278909	107.000008
1679702056.696000	59.220928	-9.015850	106.999992
1679702101.836000	59.660427	-11.785911	107.000008
1679702173.322000	60.172474	-15.586550	107.000000
1679702216.314000	60.482746	-18.259481	107.000000
1679702286.036000	60.849850	-21.984964	107.000000
1679702346.935000	61.131081	-25.692389	107.000000
1679702460.095000	61.431507	-32.164833	107.000000
1679702531.029000	61.484329	-35.996277	107.000000
1679702575.949000	61.462185	-38.819283	107.000000
1679702647.862000	61.327095	-42.708183	107.000000
1679702690.066000	61.148762	-45.372486	107.000000
1679702760.360000	60.791004	-49.169701	107.000000
1679702847.251000	59.968666	-54.384918	107.000000
1679702918.537000	59.053024	-58.226051	107.000000
1679702961.106000	58.212646	-60.883461	107.000000
1679703030.598000	56.622349	-64.585739	107.000000
1679703076.946000	54.958775	-67.416313	107.000000
1679703147.215000	51.920490	-71.082176	107.000000
1679703189.818000	48.839149	-73.613403	107.000000
1679703260.141000	42.313404	-77.068222	107.000000
1679703320.378000	31.512520	-80.123367	107.000000
1679703391.139000	11.496078	-82.580383	107.000000
1679703433.422000	-9.497345	-83.419083	107.000000
1679703503.999000	-41.430969	-82.767006	107.000000
1679703549.589000	-58.458221	-81.138916	107.000000
1679703620.375000	-72.121735	-78.148727	107.000000
1679703662.679000	-77.973389	-75.812202	107.000000
1679703733.054000	-83.395630	-72.284027	107.000000
1679703793.559000	-86.852234	-68.734299	106.999992
1679703863.667000	-89.217560	-65.040031	107.000000
1679703906.878000	-90.482300	-62.370323	107.000000
1679703976.271000	-91.744049	-58.658646	107.000000
1679704022.271000	-92.496826	-55.801460	107.000000
1679704093.378000	-93.211609	-51.959042	107.000000
1679704135.825000	-93.598145	-49.292686	107.000000
1679704206.109000	-93.964203	-45.495049	107.000000
1679704267.019000	-94.191467	-41.759087	107.000000
1679704336.745000	-94.291168	-37.994774	107.000000
1679704379.762000	-94.305298	-35.288574	107.000000
1679704450.716000	-94.223206	-31.458082	107.000000
1679704496.310000	-94.116882	-28.605091	107.000000
1679704566.699000	-93.886566	-24.822803	107.000000
1679704610.096000	-93.675842	-22.115231	107.000000
1679704679.834000	-93.308716	-18.388371	107.000000
1679704767.776000	-92.673218	-13.179594	107.000000
1679704837.346000	-92.114899	-9.501671	106.999992
1679704880.465000	-91.674164	-6.851651	107.000000
1679704951.545000	-90.946899	-3.131033	107.000000
1679705067.801000	-89.468048	3.266444	107.000000
1679705110.378000	-88.789612	5.819574	107.000000
1679705181.103000	-87.702026	9.408195	107.000000
1679705241.179000	-86.538849	12.832179	107.000000
1679705312.076000	-85.182892	16.336792	107.000000
1679705354.772000	-84.141663	18.765270	107.000000
1679705425.607000	-82.496582	22.161236	107.000000
1679705470.865000	-81.159302	24.627150	107.000000
1679705542.133000	-79.148499	27.899431	107.000000
1679705584.461000	-77.619995	30.113064	107.000008
1679705655.697000	-75.178497	33.207401	107.000000
1679705715.166000	-72.598389	36.024178	107.000000
1679705786.726000	-69.534668	38.861084	107.000000
1679705829.565000	-67.190796	40.727032	107.000000
1679705899.217000	-63.593933	43.166954	107.000000
1679705945.563000	-60.559204	44.897591	107.000000
1679706015.701000	-56.225189	46.933945	107.000000
1679706059.015000	-52.857361	48.225346	107.000000
1679706128.962000	-47.841980	49.739910	107.000000
1679706189.765000	-42.543610	50.889545	107.000000
1679706260.032000	-36.864471	51.681957	107.000000
1679706303.147000	-32.695007	51.995193	107.000000
1679706373.260000	-26.798065	52.077484	107.000000
1679706419.334000	-22.334167	51.858482	107.000000
1679706489.537000	-16.589111	51.206539	107.000000
1679706532.845000	-12.610962	50.498627	107.000008
1679706602.722000	-7.377838	49.195099	107.000000
1679706690.426000	-0.692627	46.821533	107.000000
1679706760.215000	3.585835	44.773247	107.000000
1679706803.865000	6.461710	43.135723	107.000000
1679706873.279000	10.030461	40.695080	107.000000
1679706920.104000	12.576141	38.668526	107.000000
1679706989.409000	15.514971	35.920937	107.000000
1679707032.751000	17.465769	33.829681	107.000008
1679707103.598000	19.938868	30.770401	107.000000
1679707163.528000	22.078644	27.731304	107.000000
1679707234.259000	24.060568	24.475485	106.999992
1679707276.914000	25.321806	22.133915	107.000000
1679707347.522000	26.952105	18.747421	107.000000
1679707393.179000	28.064707	16.166393	107.000000
1679707463.681000	29.402445	12.682314	107.000000
1679707506.554000	30.264534	10.178353	107.000000
1679707577.089000	31.361361	6.605137	107.000000
1679707637.429000	32.328457	3.097339	106.999992
1679707707.933000	33.207420	-0.547407	107.000000
1679707750.735000	33.767479	-3.148295	107.000000
1679707821.400000	34.472271	-6.851022	107.000008
1679707866.815000	34.946789	-9.627815	107.000000
1679707937.887000	35.512260	-13.390992	107.000000
1679707980.991000	35.848511	-16.066616	107.000000
1679708050.405000	36.253143	-19.766243	106.999992
1679708111.497000	36.591774	-23.484241	107.000008
1679708181.689000	36.851540	-27.248196	107.000000
1679708224.675000	36.982014	-29.943888	107.000000
1679708295.233000	37.085495	-33.750668	107.000000
1679708340.545000	37.102104	-36.589035	106.999992
1679708411.960000	37.032200	-40.447628	107.000000
1679708454.591000	36.928715	-43.137352	107.000000
1679708524.350000	36.647346	-46.904099	107.000000
1679708611.530000	35.991459	-52.148750	107.000000
1679708682.216000	35.263039	-55.958534	107.000000
1679708724.468000	34.561169	-58.604481	107.000000
1679708795.709000	33.248638	-62.423248	107.000000
1679708841.379000	31.902231	-65.232300	107.000000
1679708911.399000	29.494961	-68.918884	106.999992
1679708953.771000	27.088898	-71.481316	107.000000
1679709024.247000	22.193203	-75.043533	107.000000
1679709084.553000	14.428843	-78.313553	107.000000
1679709155.208000	0.338300	-81.260811	107.000000
1679709197.644000	-15.790894	-82.774307	107.000000
1679709267.933000	-47.579926	-83.414764	107.000000
1679709313.349000	-69.834351	-82.496979	107.000000
1679709384.209000	-89.395172	-79.991791	107.000000
1679709426.405000	-97.498444	-77.815636	107.000000
1679709497.166000	-104.852570	-74.392822	107.000000
1679709557.444000	-109.292938	-70.913605	107.000000
1679709627.784000	-112.284805	-67.242905	107.000000
1679709670.671000	-113.841019	-64.603790	107.000000
1679709740.254000	-115.398499	-60.898380	107.000000
1679709786.101000	-116.313385	-58.054428	107.000000
1679709857.250000	-117.192780	-54.222412	107.000000
1679709899.546000	-117.675507	-51.564346	107.000000
1679709969.893000	-118.139252	-47.767719	107.000000
1679710030.659000	-118.456116	-44.034756	107.000000
1679710100.422000	-118.624146	-40.268654	107.000000
1679710143.247000	-118.687378	-37.567707	107.000000
1679710214.202000	-118.655563	-33.737350	107.000000
1679710259.707000	-118.599335	-30.885498	107.000000
1679710330.329000	-118.409225	-27.089733	107.000008
1679710373.331000	-118.237045	-24.397434	107.000000
1679710443.310000	-117.918747	-20.650753	107.000000
1679710575.961000	-117.017899	-12.898582	106.999992
1679710645.133000	-116.454773	-9.249866	107.000000
1679710688.305000	-116.004761	-6.601566	107.000000
1679710759.064000	-115.283600	-2.900556	107.000000
1679710804.384000	-114.689346	-0.159337	107.000008
1679710875.137000	-113.792206	3.492313	107.000000
1679710917.767000	-113.104523	6.037751	107.000000
1679710988.280000	-112.013458	9.611172	107.000000
1679711048.421000	-110.845886	13.040397	107.000000
1679711119.111000	-109.482574	16.528807	106.999992
1679711161.608000	-108.431656	18.943773	107.000000
1679711232.281000	-106.793762	22.329506	107.000000
1679711277.588000	-105.447052	24.800701	107.000000
1679711348.575000	-103.435425	28.055731	107.000000
1679711390.841000	-101.896240	30.258610	107.000000
1679711461.923000	-99.447723	33.337543	107.000000
1679711521.338000	-96.858673	36.150585	107.000000
1679711592.652000	-93.794861	38.962433	107.000000
1679711635.334000	-91.447784	40.824162	107.000000
1679711704.682000	-87.852264	43.236504	107.000000
1679711751.275000	-84.788330	44.977501	107.000000
1679711821.011000	-80.469849	46.985603	107.000000
1679711864.214000	-77.094543	48.263908	107.000000
1679711934.048000	-72.083557	49.767532	107.000000
1679711994.824000	-66.784241	50.918343	107.000000
1679712064.817000	-61.126495	51.692047	107.000000
1679712107.897000	-56.951691	52.001488	107.000000
1679712177.710000	-51.079498	52.071644	107.000000
1679712223.910000	-46.606445	51.857624	107.000000
1679712293.887000	-40.884430	51.201260	107.000000
1679712337.082000	-36.919312	50.481922	107.000000
1679712406.810000	-31.700470	49.177929	107.000000
1679712494.406000	-25.028442	46.805508	107.000000
1679712564.246000	-20.746857	44.754375	107.000000
1679712607.953000	-17.881348	43.107479	107.000000
1679712677.374000	-14.312378	40.669071	107.000008
1679712723.341000	-11.812439	38.669868	107.000000
1679712794.621000	-8.787262	35.838890	107.000000
1679712837.027000	-6.874908	33.790379	107.000000
1679712907.888000	-4.408203	30.728939	107.000000
1679712967.807000	-2.276825	27.687351	107.000000
1679713038.716000	-0.288239	24.423016	107.000008
1679713081.621000	0.983821	22.071125	107.000000
1679713152.102000	2.606069	18.690647	107.000000
1679713197.891000	3.720246	16.101309	106.999992
1679713268.601000	5.048600	12.602941	107.000000
1679713311.584000	5.914387	10.094189	107.000000
1679713382.053000	7.010018	6.517512	107.000000
1679713442.548000	7.972611	2.998890	107.000000
1679713513.291000	8.851433	-0.658390	107.000000
1679713556.162000	9.408298	-3.267051	107.000000
1679713626.916000	10.117380	-6.973353	107.000000
1679713672.286000	10.580334	-9.750134	107.000000
1679713743.626000	11.143593	-13.528152	107.000000
1679713785.985000	11.484989	-16.158676	107.000000
1679713857.449000	11.902636	-19.976580	107.000000
1679713917.612000	12.224683	-23.639191	107.000000
1679713987.959000	12.473542	-27.416378	107.000000
1679714030.911000	12.605047	-30.112343	107.000000
1679714101.566000	12.709391	-33.921669	107.000000
1679714146.870000	12.727002	-36.758598	107.000000
1679714218.342000	12.660486	-40.627388	107.000000
1679714261.024000	12.535985	-43.314083	107.000000
1679714330.849000	12.251642	-47.086712	107.000000
1679714418.094000	11.595024	-52.333977	107.000000
1679714488.848000	10.834019	-56.147602	107.000000
1679714530.944000	10.131034	-58.782776	107.000000
1679714602.098000	8.801208	-62.594776	107.000000
1679714647.837000	7.431452	-65.410324	107.000000
1679714717.763000	4.959668	-69.087746	107.000000
1679714760.708000	2.505480	-71.675140	107.000000
1679714830.788000	-2.480286	-75.213036	107.000000
1679714891.271000	-10.480957	-78.476868	106.999992
1679714961.795000	-24.986145	-81.381653	107.000000
1679715004.140000	-41.498840	-82.851120	107.000000
1679715074.583000	-73.599609	-83.380783	107.000000
1679715120.266000	-95.593384	-82.396225	107.000000
1679715190.864000	-114.465317	-79.846680	107.000000
1679715233.313000	-122.412857	-77.642761	107.000000
1679715303.570000	-129.500137	-74.228851	107.000000
1679715364.143000	-133.872375	-70.725166	107.000000
1679715434.193000	-136.780060	-67.066887	107.000000
1679715477.313000	-138.313919	-64.416710	107.000000
1679715546.674000	-139.847565	-60.721275	107.000000
1679715592.622000	-140.739166	-57.866665	107.000000
1679715663.709000	-141.617386	-54.044498	107.000000
1679715706.058000	-142.082062	-51.379807	107.000000
1679715776.315000	-142.539688	-47.583618	107.000000
1679715837.150000	-142.846146	-43.853443	106.999992
1679715906.908000	-143.016113	-40.088394	107.000000
1679715950.627000	-143.064072	-37.338013	107.000000
1679716019.617000	-143.043198	-33.619213	107.000000
1679716066.229000	-142.972748	-30.709927	107.000000
1679716136.812000	-142.781525	-26.910803	107.000000
1679716179.946000	-142.608444	-24.207510	107.000000
1679716249.725000	-142.284531	-20.471546	107.000000
1679716337.819000	-141.713120	-15.235735	107.000000
1679716407.215000	-141.195221	-11.564059	107.000000
1679716450.627000	-140.784668	-8.888807	107.000000
1679716521.520000	-140.117355	-5.166884	107.000000
1679716566.961000	-139.566132	-2.407615	107.000000
1679716637.883000	-138.733688	1.271659	107.000000
1679716680.727000	-138.083862	3.846179	107.000000
1679716751.322000	-137.066193	7.452090	107.000000
1679716811.561000	-135.977646	10.911437	107.000000
1679716882.380000	-134.701828	14.442188	107.000000
1679716925.233000	-133.718048	16.898815	107.000000
1679716995.995000	-132.171127	20.324249	107.000000
1679717041.470000	-130.910645	22.833321	107.000000
1679717112.592000	-129.025497	26.151962	107.000000
1679717155.113000	-127.576447	28.409197	107.000000
1679717226.366000	-125.284332	31.564358	106.999992
1679717286.991000	-122.810822	34.503269	107.000000
1679717356.563000	-120.009369	37.329002	107.000000
1679717400.317000	-117.760345	39.311161	107.000000
1679717469.889000	-114.372742	41.855316	107.000000
1679717516.499000	-111.485489	43.690865	107.000008
1679717586.512000	-107.383575	45.858223	107.000008
1679717629.830000	-104.173950	47.265327	107.000000
1679717699.884000	-99.366486	48.954868	107.000000
1679717760.680000	-94.249329	50.296539	107.000000
1679717831.064000	-88.713409	51.304367	107.000000
1679717874.215000	-84.602417	51.780640	107.000000
1679717944.438000	-78.732269	52.087402	107.000000
1679717990.571000	-74.235931	52.040733	107.000000
1679718060.984000	-68.389282	51.604916	107.000000
1679718104.219000	-64.316254	51.047340	107.000000
1679718174.278000	-58.893433	49.932068	106.999992
1679718261.867000	-51.927094	47.801331	106.999992
1679718331.859000	-47.403381	45.902122	107.000000
1679718375.483000	-44.372559	44.358402	107.000000
1679718445.005000	-40.591156	42.027733	107.000000
1679718490.941000	-37.942169	40.114006	107.000000
1679718562.402000	-34.720642	37.361187	107.000008
1679718604.799000	-32.696686	35.363358	107.000000
1679718675.862000	-30.058228	32.365837	107.000000
1679718735.863000	-27.789062	29.377083	107.000000
1679718806.824000	-25.684540	26.157974	107.000000
1679718849.536000	-24.341278	23.844425	107.000000
1679718920.210000	-22.612671	20.492603	107.000000
1679718965.933000	-21.438293	17.928242	107.000000
1679719036.701000	-20.014404	14.456786	107.000000
1679719079.645000	-19.098175	11.966950	107.000000
1679719150.141000	-17.925751	8.421956	106.999992
1679719210.555000	-16.916809	4.921528	107.000000
1679719281.268000	-15.985626	1.284104	107.000000
1679719323.905000	-15.390289	-1.295803	107.000000
1679719394.691000	-14.632263	-4.992043	107.000000
1679719439.952000	-14.132721	-7.750013	107.000000
1679719511.132000	-13.521057	-11.510715	107.000000
1679719553.391000	-13.150696	-14.127924	107.000000
1679719624.740000	-12.690216	-17.929974	107.000000
1679719684.858000	-12.321716	-21.585876	107.000000
1679719754.795000	-12.031494	-25.336365	107.000000
1679719797.822000	-11.863770	-28.030575	107.000000
1679719868.157000	-11.708771	-31.819689	107.000000
1679719913.698000	-11.656525	-34.668285	107.000000
1679719984.792000	-11.672852	-38.513176	107.000000
1679720026.653000	-11.740723	-41.154121	107.000000
1679720098.272000	-11.960815	-45.031410	107.000000
1679720229.428000	-12.873322	-52.794144	107.000000
1679720299.947000	-13.659607	-56.595238	107.000000
1679720341.947000	-14.370819	-59.224243	107.000000
1679720413.036000	-15.773499	-63.032021	107.000000
1679720458.596000	-17.201202	-65.828857	107.000000
1679720528.503000	-19.760071	-69.501793	107.000000
1679720571.230000	-22.303925	-72.075676	106.999992
1679720641.200000	-27.547485	-75.591537	107.000000
1679720701.722000	-36.045898	-78.820595	107.000000
1679720772.141000	-51.510315	-81.646637	107.000000
1679720814.377000	-68.891693	-83.012680	107.000000
1679720884.683000	-101.363647	-83.313210	107.000000
1679720930.368000	-122.459366	-82.182076	107.000000
1679721000.898000	-140.224915	-79.534592	107.000000
1679721043.287000	-147.687195	-77.304398	106.999992
1679721113.382000	-154.430573	-73.874153	107.000000
1679721173.947000	-158.594177	-70.363533	107.000000
1679721244.037000	-161.391785	-66.695328	107.000000
1679721286.983000	-162.873093	-64.050674	107.000000
1679721356.458000	-164.353836	-60.348309	107.000000
1679721403.318000	-165.246750	-57.437778	106.999992
1679721472.395000	-166.053146	-53.728840	106.999992
1679721515.533000	-166.509064	-51.021347	107.000000
1679721585.908000	-166.953873	-47.220097	107.000000
1679721646.519000	-167.244278	-43.499496	107.000000
1679721716.393000	-167.397812	-39.724743	107.000000
1679721759.943000	-167.448730	-36.987282	107.000000
1679721828.970000	-167.417953	-33.267056	107.000000
1679721875.382000	-167.335022	-30.367046	107.000000
1679721945.922000	-167.141251	-26.571922	106.999992
1679721989.009000	-166.965332	-23.876652	107.000000
1679722058.763000	-166.634583	-20.143368	107.000008
1679722146.590000	-166.048874	-14.922159	107.000000
1679722216.065000	-165.533737	-11.248504	106.999992
1679722259.259000	-165.108139	-8.582984	107.000008
1679722330.202000	-164.435577	-4.862410	107.000000
1679722375.522000	-163.879318	-2.103426	107.000000
1679722446.427000	-163.041321	1.564718	107.000000
1679722489.083000	-162.390015	4.129251	106.999992
1679722559.858000	-161.364059	7.736217	107.000008
1679722620.086000	-160.259140	11.193052	107.000000
1679722690.694000	-158.982300	14.705906	107.000000
1679722733.371000	-157.992859	17.155483	107.000000
1679722804.181000	-156.436569	20.573872	107.000000
1679722849.395000	-155.164230	23.073853	106.999992
1679722920.687000	-153.258636	26.390339	107.000000
1679722962.936000	-151.814423	28.634844	106.999992
1679723034.208000	-149.496002	31.778755	107.000000
1679723094.379000	-147.007416	34.686138	107.000000
1679723164.192000	-144.192001	37.516537	107.000000
1679723207.721000	-141.934250	39.479431	107.000000
1679723277.417000	-138.518250	42.010628	107.000000
1679723323.601000	-135.629303	43.827499	107.000000
1679723393.829000	-131.495163	45.984547	106.999992
1679723436.878000	-128.281586	47.373646	107.000000
1679723507.087000	-123.444290	49.045692	107.000000
1679723567.620000	-118.322144	50.374603	107.000000
1679723638.045000	-112.764954	51.340775	107.000000
1679723680.924000	-108.675018	51.805664	107.000000
1679723751.196000	-102.793488	52.084728	106.999992
1679723797.092000	-98.309906	52.029533	107.000000
1679723867.453000	-92.481079	51.575096	107.000000
1679723910.422000	-88.440765	51.005749	107.000000
1679723980.504000	-83.029022	49.868679	107.000000
1679724068.114000	-76.086609	47.723274	107.000000
1679724137.849000	-71.604889	45.810001	107.000000
1679724181.423000	-68.592224	44.267090	107.000000
1679724250.973000	-64.828064	41.922585	107.000000
1679724296.652000	-62.202698	40.008511	107.000000
1679724368.129000	-58.995331	37.255409	107.000000
1679724410.330000	-56.988831	35.259499	107.000000
1679724481.384000	-54.353027	32.259895	107.000000
1679724541.182000	-52.103149	29.274963	107.000000
1679724612.135000	-50.009857	26.054499	107.000000
1679724654.752000	-48.666107	23.746420	107.000000
1679724725.289000	-46.948700	20.398010	107.000000
1679724770.888000	-45.775330	17.843632	107.000000
1679724841.490000	-44.364563	14.374720	107.000000
1679724884.434000	-43.450439	11.883520	107.000000
1679724954.814000	-42.284973	8.338408	107.000000
1679725015.041000	-41.275696	4.845744	107.000000
1679725085.723000	-40.341827	1.214022	107.000000
1679725128.432000	-39.751007	-1.367660	107.000000
1679725199.158000	-38.993286	-5.059674	107.000000
1679725244.334000	-38.492523	-7.814831	107.000008
1679725315.527000	-37.887543	-11.574643	107.000000
1679725357.768000	-37.524689	-14.192478	107.000000
1679725429.075000	-37.060822	-17.994633	107.000000
1679725489.338000	-36.693390	-21.660625	107.000000
1679725559.113000	-36.406494	-25.400372	107.000000
1679725602.243000	-36.242065	-28.097492	107.000000
1679725672.560000	-36.093994	-31.887939	107.000000
1679725718.022000	-36.038513	-34.743073	107.000000
1679725789.093000	-36.055786	-38.575531	107.000000
1679725831.738000	-36.126343	-41.261860	107.000000
1679725901.227000	-36.326599	-45.017567	107.000000
1679725988.649000	-36.865662	-50.272308	107.000000
1679726059.111000	-37.484375	-54.075306	107.000000
1679726101.304000	-38.063232	-56.722271	107.000000
1679726172.202000	-39.173584	-60.527828	106.999992
1679726218.041000	-40.304962	-63.365654	107.000008
1679726287.619000	-42.297546	-67.045395	107.000000
1679726330.496000	-44.282623	-69.659019	107.000000
1679726400.357000	-48.160187	-73.251083	107.000000
1679726460.878000	-54.169067	-76.649170	107.000000
1679726531.140000	-64.600159	-79.839439	107.000000
1679726573.639000	-76.592682	-81.738091	107.000000
1679726643.761000	-103.640076	-83.351227	107.000000
1679726689.462000	-128.450287	-83.242683	107.000000
1679726760.012000	-154.029785	-81.395187	107.000000
1679726802.183000	-165.038483	-79.439453	107.000000
1679726872.579000	-174.683289	-76.179169	107.000000
1679726932.818000	179.671997	-72.782143	107.000000
1679727003.203000	175.977859	-69.152405	107.000000
1679727045.546000	174.137726	-66.564606	107.000000
1679727115.393000	172.235291	-62.856270	107.000000
1679727161.784000	171.136017	-59.988167	107.000000
1679727231.224000	170.105621	-56.265472	107.000000
1679727274.034000	169.523407	-53.584034	107.000000
1679727344.593000	168.950623	-49.773937	107.000008
1679727404.950000	168.550720	-46.066364	107.000008
1679727474.995000	168.317657	-42.285400	107.000008
1679727518.304000	168.210419	-39.558830	107.000000
1679727587.475000	168.178619	-35.826836	107.000000
1679727633.667000	168.209030	-32.936749	106.999992
1679727704.447000	168.345703	-29.123034	107.000000
1679727747.192000	168.487030	-26.445627	106.999992
1679727817.261000	168.758453	-22.684273	107.000000
1679727904.795000	169.263641	-17.474255	107.000000
1679727974.402000	169.726929	-13.774897	107.000000
1679728018.118000	170.112778	-11.080322	107.000000
1679728087.247000	170.715500	-7.436174	107.000000
1679728246.829000	172.596786	1.633949	107.000000
1679728317.584000	173.546906	5.274498	107.000000
1679728377.555000	174.561569	8.742405	107.000000
1679728448.507000	175.763702	12.305831	107.000000
1679728491.018000	176.673874	14.768851	107.000000
1679728561.759000	178.109268	18.235584	107.000000
1679728607.100000	179.267258	20.777954	107.000000
1679728678.082000	-178.958130	24.130030	107.000000
1679728720.431000	-177.615479	26.423740	107.000000
1679728791.526000	-175.491028	29.642252	107.000000
1679728851.017000	-173.222717	32.589500	107.000000
1679728922.509000	-170.543121	35.595787	107.000000
1679728965.200000	-168.480011	37.596855	107.000008
1679729034.724000	-165.331024	40.253132	107.000000
1679729081.160000	-162.643341	42.175663	107.000000
1679729151.119000	-158.795624	44.500099	106.999992
1679729194.295000	-155.783112	46.021339	107.000000
1679729264.281000	-151.243576	47.905884	107.000000
1679729325.016000	-146.377762	49.465790	107.000000
1679729395.233000	-141.036514	50.701382	107.000000
1679729438.244000	-137.052383	51.355927	107.000000
1679729508.467000	-131.272858	51.927338	107.000000
1679729554.386000	-126.818985	52.092987	107.000000
1679729624.652000	-120.912735	51.928154	107.000000
1679729667.697000	-116.766998	51.563194	107.000000
1679729737.764000	-111.146881	50.696892	106.999992
1679729869.905000	-100.568573	47.757198	107.000000
1679729939.953000	-96.058289	45.844860	107.000000
1679729983.519000	-93.045502	44.299385	107.000000
1679730053.203000	-89.261292	41.964634	106.999992
1679730099.856000	-86.580078	40.009247	107.000000
1679730169.453000	-83.459534	37.331902	107.000000
1679730212.496000	-81.406982	35.310272	107.000000
1679730283.599000	-78.770447	32.306549	107.000000
1679730343.484000	-76.514801	29.324459	107.000000
1679730414.474000	-74.413330	26.097626	107.000000
1679730457.097000	-73.067963	23.790987	107.000000
1679730527.842000	-71.350494	20.430710	107.000000
1679730573.338000	-70.176239	17.879623	107.000008
1679730644.172000	-68.754761	14.407418	107.000000
1679730687.039000	-67.843109	11.918270	106.999992
1679730757.580000	-66.681366	8.365729	107.000000
1679730817.720000	-65.669495	4.887587	107.000000
1679730888.691000	-64.734009	1.234615	107.000000
1679730931.305000	-64.130768	-1.343681	107.000000
1679731002.130000	-63.383606	-5.045575	107.000000
1679731047.312000	-62.882477	-7.799333	107.000000
1679731118.521000	-62.274231	-11.560900	107.000000
1679731160.701000	-61.901825	-14.173964	107.000000
1679731232.030000	-61.439850	-17.976824	107.000000
1679731292.227000	-61.074097	-21.634556	107.000000
1679731362.194000	-60.782776	-25.386959	107.000000
1679731405.177000	-60.618225	-28.080967	107.000000
1679731475.584000	-60.474274	-31.874722	107.000000
1679731520.912000	-60.416199	-34.711399	107.000000
1679731592.125000	-60.425018	-38.556870	107.000000
1679731634.766000	-60.493958	-41.249210	107.000000
1679731704.345000	-60.709625	-45.005238	107.000000
1679731791.682000	-61.247375	-50.257877	107.000000
1679731862.398000	-61.860382	-54.072628	107.000000
1679731904.407000	-62.438202	-56.716270	107.000000
1679731975.607000	-63.563568	-60.537895	107.000000
1679732021.245000	-64.681488	-63.368824	106.999992
1679732091.061000	-66.681335	-67.059387	107.000000
1679732133.927000	-68.645081	-69.667885	107.000000
1679732203.888000	-72.550964	-73.267929	107.000000
1679732264.401000	-78.573914	-76.661835	107.000000
1679732334.917000	-89.065216	-79.855133	107.000000
1679732377.144000	-101.056335	-81.741592	107.000008
1679732447.666000	-128.289886	-83.359436	107.000000
1679732493.198000	-153.057465	-83.239395	107.000000
1679732563.889000	-178.582733	-81.375854	107.000000
1679732606.135000	170.460114	-79.409271	107.000000
1679732676.486000	160.876831	-76.152908	107.000000
1679732736.868000	155.240479	-72.742889	107.000000
1679732807.194000	151.577087	-69.114594	107.000008
1679732849.969000	149.699600	-66.500130	107.000000
1679732919.719000	147.838760	-62.800625	107.000000
1679732966.336000	146.727554	-59.912663	107.000000
1679733035.769000	145.710999	-56.195892	107.000000
1679733078.664000	145.143784	-53.507679	107.000000
1679733149.312000	144.556259	-49.694485	107.000000
1679733209.845000	144.165604	-45.982590	107.000000
1679733279.803000	143.936020	-42.202621	107.000000
1679733323.108000	143.829163	-39.476860	107.000000
1679733392.289000	143.798599	-35.750053	107.000000
1679733438.394000	143.831802	-32.855404	106.999992
1679733509.262000	143.966888	-29.046127	107.000000
1679733552.025000	144.108215	-26.362801	107.000000
1679733622.047000	144.387924	-22.606712	107.000000
1679733709.755000	144.894394	-17.373627	107.000000
1679733779.226000	145.363419	-13.691284	107.000000
1679733822.485000	145.742126	-11.018856	107.000008
1679733893.407000	146.361160	-7.276992	106.999992
1679733938.737000	146.869415	-4.505469	107.000000
1679734009.700000	147.646774	-0.823372	107.000000
1679734052.389000	148.244110	1.762393	107.000000
1679734123.027000	149.196396	5.388911	107.000000
1679734183.249000	150.227997	8.878091	107.000000
1679734254.086000	151.419510	12.424786	107.000000
1679734296.723000	152.338135	14.896729	107.000000
1679734367.447000	153.785156	18.356810	107.000000
1679734412.670000	154.969345	20.893150	107.000000
1679734483.781000	156.723358	24.251225	107.000000
1679734526.232000	158.074066	26.543760	107.000000
1679734597.294000	160.218475	29.747580	107.000000
1679734656.805000	162.510437	32.709480	107.000000
1679734728.342000	165.194489	35.703140	107.000000
1679734771.149000	167.255417	37.707233	107.000000
