#Model files used:	unknown
#Model used:	TIEGCM
#Coordinates:	GDZ	sph
#utc_time	c1	c2	c3
#[s]	[R_E]	[R_E]	[R_E]
1679537977.785000	-48.177582	51.832764	107.000000
1679538047.671000	-42.335083	52.096134	107.000000
1679538090.863000	-38.107849	52.024845	106.999992
1679538160.604000	-32.308899	51.577671	107.000000
1679538207.016000	-27.992798	50.956703	107.000000
1679538276.685000	-22.612091	49.814098	106.999992
1679538320.129000	-18.940277	48.770523	107.000000
1679538389.681000	-14.211517	47.043358	107.000000
1679538451.060000	-9.879944	45.046074	107.000000
1679538520.365000	-5.980743	42.802288	107.000000
1679538564.298000	-3.351868	41.013123	107.000000
1679538633.327000	-0.114563	38.425560	107.000000
1679538680.649000	2.213601	36.261597	107.000000
1679538749.458000	4.856963	33.403519	107.000000
1679538792.899000	6.632909	31.230782	107.000000
1679538863.497000	8.874731	28.090603	107.000000
1679538950.402000	11.569172	23.622866	107.000000
1679539020.733000	13.285330	20.292099	106.999992
1679539063.760000	14.382998	17.872272	107.000000
1679539133.987000	15.789186	14.419477	107.000000
1679539179.948000	16.757627	11.768103	107.000000
1679539250.080000	17.919605	8.234552	107.000000
1679539293.251000	18.674294	5.678967	107.000000
1679539363.496000	19.621847	2.073304	107.000000
1679539423.964000	20.455784	-1.493741	107.000000
1679539494.538000	21.198135	-5.174690	107.000000
1679539537.014000	21.674633	-7.775188	107.000000
1679539607.747000	22.278812	-11.514969	107.000000
1679539652.905000	22.664530	-14.289762	107.000000
1679539724.140000	23.122574	-18.088562	107.000000
1679539766.656000	23.393120	-20.737165	106.999992
1679539836.314000	23.713188	-24.470024	107.000000
1679539897.071000	23.937393	-28.185408	107.000000
1679539967.374000	24.092430	-31.963888	107.000000
1679540009.944000	24.144068	-34.643066	107.000000
1679540080.722000	24.131506	-38.469933	107.000000
1679540126.738000	24.056087	-41.354862	107.000000
1679540196.100000	23.843809	-45.102577	107.000000
1679540239.305000	23.601030	-47.812511	107.000000
1679540309.208000	23.137144	-51.596214	107.000000
1679540369.732000	22.446568	-55.299210	107.000000
1679540440.302000	21.474173	-59.095894	107.000000
1679540483.251000	20.554409	-61.758278	107.000000
1679540552.314000	18.843639	-65.436638	107.000000
1679540599.287000	17.031885	-68.290855	107.000000
1679540668.763000	13.704405	-71.897949	107.000000
1679540711.853000	10.281837	-74.426826	107.000000
1679540781.520000	3.032703	-77.805077	107.000000
1679540869.132000	-17.077728	-81.804482	107.000000
1679540939.069000	-44.366028	-83.370239	107.000000
1679540981.786000	-67.684509	-83.267105	107.000000
1679541051.690000	-93.333862	-81.469681	107.000000
1679541097.989000	-105.330048	-79.336563	107.000000
1679541167.869000	-114.723114	-76.095062	107.000000
1679541210.843000	-119.052917	-73.625702	107.000000
1679541280.288000	-123.078064	-70.056618	107.000000
1679541341.855000	-125.801270	-66.411331	107.000000
1679541410.810000	-127.665100	-62.748131	107.000000
1679541453.713000	-128.674316	-60.086914	107.000000
1679541524.297000	-129.725983	-56.291603	107.000000
1679541570.091000	-130.331863	-53.438107	107.000008
1679541640.237000	-130.891296	-49.646938	107.000000
1679541683.205000	-131.199402	-46.954205	107.000000
1679541752.779000	-131.470490	-43.187607	107.000000
1679541814.475000	-131.629959	-39.410255	107.000000
1679541883.141000	-131.645401	-35.703873	107.000000
1679541926.608000	-131.621857	-32.976749	107.000000
1679541996.764000	-131.491119	-29.195107	107.000000
1679542042.906000	-131.339523	-26.311855	107.000000
1679542112.638000	-131.057892	-22.580492	107.000000
1679542156.216000	-130.810562	-19.867899	107.000000
1679542225.400000	-130.403900	-16.178188	107.000000
1679542287.309000	-129.914581	-12.443636	107.000000
1679542355.918000	-129.355103	-8.827200	107.000000
1679542399.538000	-128.891022	-6.157283	107.000000
1679542469.848000	-128.160370	-2.478387	107.000000
1679542515.742000	-127.552231	0.288439	107.000008
1679542585.870000	-126.649765	3.902692	107.000000
1679542628.953000	-125.944626	6.474113	107.000008
1679542698.925000	-124.846207	10.013295	106.999992
1679542786.346000	-123.116333	14.870193	107.000000
1679542856.440000	-121.691498	18.299759	107.000000
1679542899.404000	-120.573257	20.714600	107.000000
1679542969.766000	-118.833130	24.042492	107.000000
1679543015.477000	-117.392838	26.497820	107.000000
1679543086.061000	-115.271271	29.688103	107.000000
1679543128.604000	-113.636230	31.860342	107.000000
1679543199.340000	-111.054810	34.869675	107.000000
1679543260.182000	-108.239868	37.664719	107.000000
1679543329.201000	-105.103943	40.298054	107.000000
1679543373.031000	-102.553925	42.129066	107.000000
1679543442.433000	-98.756836	44.439571	107.000000
1679543489.262000	-95.511353	46.073242	107.000000
1679543558.808000	-90.992279	47.941162	107.000000
1679543602.230000	-87.454956	49.108555	107.000000
1679543672.005000	-82.243591	50.425812	107.000000
1679543733.012000	-76.755554	51.378201	107.000000
1679543802.843000	-71.008057	51.941246	107.000000
1679543846.124000	-66.789795	52.097252	106.999992
1679543916.050000	-60.909760	51.943726	107.000000
1679543962.489000	-56.462097	51.548798	107.000000
1679544032.295000	-50.883606	50.678719	107.000000
1679544075.819000	-47.015411	49.823086	107.000000
1679544145.434000	-41.996918	48.327728	107.000000
1679544206.841000	-37.358734	46.530743	107.000000
1679544276.351000	-33.164307	44.457756	106.999992
1679544320.222000	-30.326233	42.784332	107.000000
1679544389.395000	-26.821686	40.324051	107.000000
1679544435.739000	-24.337921	38.299011	107.000000
1679544506.697000	-21.379700	35.453094	107.000000
1679544549.343000	-19.487244	33.385628	107.000000
1679544619.841000	-17.062653	30.324331	107.000000
1679544706.978000	-14.137543	25.944818	107.000000
1679544777.258000	-12.294220	22.662495	107.000008
1679544820.470000	-11.085938	20.267586	107.000000
1679544890.506000	-9.574738	16.864853	107.000000
1679544936.650000	-8.514893	14.235716	107.000000
1679545006.777000	-7.268707	10.739480	106.999992
1679545050.104000	-6.447235	8.195465	107.000000
1679545120.188000	-5.422607	4.622891	107.000000
1679545180.811000	-4.515228	1.068735	107.000000
1679545251.048000	-3.702606	-2.570402	107.000000
1679545294.110000	-3.168335	-5.192713	107.000000
1679545364.507000	-2.508972	-8.899405	107.000000
1679545410.051000	-2.085571	-11.692923	107.000000
1679545480.978000	-1.558136	-15.453375	107.000000
1679545524.165000	-1.251068	-18.132893	107.000000
1679545593.451000	-0.880798	-21.833164	107.000000
1679545654.653000	-0.599304	-25.566065	106.999992
1679545724.556000	-0.385071	-29.322723	107.000000
1679545767.568000	-0.289062	-32.022141	107.000000
1679545837.957000	-0.231750	-35.820488	107.000000
1679545883.389000	-0.257965	-38.667442	107.000000
1679545954.505000	-0.380585	-42.513451	107.000000
1679545997.352000	-0.541748	-45.210880	107.000000
1679546066.851000	-0.898682	-48.966339	107.000000
1679546127.735000	-1.434845	-52.703346	107.000000
1679546197.876000	-2.191772	-56.475529	107.000000
1679546240.427000	-2.917908	-59.135414	107.000000
1679546311.138000	-4.302582	-62.921490	107.000000
1679546357.410000	-5.718842	-65.763618	107.000000
1679546426.594000	-8.240356	-69.395248	107.000000
1679546469.955000	-10.795319	-72.000893	107.000008
1679546539.426000	-15.956024	-75.492210	107.000000
1679546672.036000	-41.314941	-81.792374	107.000000
1679546741.845000	-68.456451	-83.361664	107.000000
1679546784.673000	-91.879150	-83.275383	107.000000
1679546854.308000	-117.543045	-81.496902	107.000000
1679546900.826000	-129.606796	-79.361923	107.000000
1679546970.533000	-139.026810	-76.129745	107.000000
1679547013.659000	-143.368713	-73.648315	107.000000
1679547083.047000	-147.427612	-70.090256	107.000000
1679547144.578000	-150.149796	-66.435944	107.000000
1679547213.543000	-152.022217	-62.780655	107.000000
1679547256.550000	-153.049072	-60.108437	107.000000
1679547327.029000	-154.098663	-56.322960	107.000000
1679547372.939000	-154.708618	-53.465569	107.000000
1679547442.889000	-155.272400	-49.687241	107.000000
1679547486.007000	-155.573761	-46.979496	107.000000
1679547555.470000	-155.841858	-43.224159	107.000000
1679547617.178000	-155.998611	-39.447277	107.000000
1679547685.920000	-156.026871	-35.734055	107.000000
1679547729.369000	-156.004028	-33.005894	107.000000
1679547799.480000	-155.862518	-29.230200	107.000000
1679547845.672000	-155.719666	-26.350304	107.000000
1679547915.259000	-155.439728	-22.619667	107.000008
1679547958.908000	-155.198883	-19.903292	107.000000
1679548027.991000	-154.783554	-16.219158	107.000000
1679548089.763000	-154.304153	-12.487014	107.000000
1679548158.439000	-153.738388	-8.868931	107.000000
1679548202.064000	-153.276505	-6.197483	107.000000
1679548272.330000	-152.550903	-2.523828	107.000000
1679548318.279000	-151.939728	0.243048	107.000000
1679548388.294000	-151.045273	3.852830	107.000008
1679548431.472000	-150.334122	6.426140	107.000000
1679548501.326000	-149.244995	9.971903	107.000000
1679548588.671000	-147.515442	14.830265	107.000000
1679548658.915000	-146.089249	18.260618	107.000000
1679548701.833000	-144.977951	20.675314	107.000000
1679548772.217000	-143.237701	24.002817	106.999992
1679548817.707000	-141.806473	26.453320	107.000000
1679548888.467000	-139.687164	29.648758	107.000000
1679548930.810000	-138.055099	31.814459	107.000000
1679549001.744000	-135.468643	34.826962	107.000000
1679549062.335000	-132.667221	37.619392	107.000000
1679549131.562000	-129.531265	40.253632	107.000000
1679549175.315000	-126.993744	42.090019	107.000000
1679549244.736000	-123.190613	44.403217	107.000000
1679549291.392000	-119.960037	46.039997	107.000008
1679549361.111000	-115.435623	47.911583	107.000000
1679549404.536000	-111.907913	49.090492	107.000000
1679549474.296000	-106.703644	50.406597	107.000000
1679549535.219000	-101.231720	51.367783	107.000000
1679549605.075000	-95.476807	51.940727	107.000000
1679549648.311000	-91.267395	52.091194	107.000000
1679549718.396000	-85.367737	51.944389	107.000000
1679549764.538000	-80.951782	51.565025	107.000000
1679549834.539000	-75.346161	50.694065	107.000000
1679549877.898000	-71.483215	49.845329	107.000000
1679549947.447000	-66.468781	48.358757	107.000000
1679550008.952000	-61.821960	46.563416	107.000000
1679550077.945000	-57.649292	44.516968	107.000000
1679550121.353000	-54.832672	42.863323	107.000000
1679550192.159000	-51.228455	40.352680	107.000000
1679550237.543000	-48.780518	38.360245	107.000000
1679550308.352000	-45.829010	35.530346	107.000000
1679550350.913000	-43.938080	33.458832	107.000000
1679550421.574000	-41.502197	30.395811	107.000000
1679550508.517000	-38.568909	26.026934	107.000000
1679550578.795000	-36.715820	22.753235	107.000000
1679550621.774000	-35.513245	20.369249	107.000000
1679550691.980000	-33.989410	16.969013	107.000000
1679550737.972000	-32.930908	14.343404	107.000000
1679550808.207000	-31.685211	10.847346	107.000000
1679550851.259000	-30.855804	8.318582	107.000008
1679550921.481000	-29.830902	4.736737	106.999992
1679550981.944000	-28.922729	1.192730	107.000000
1679551052.308000	-28.105042	-2.452441	106.999992
1679551095.136000	-27.575073	-5.064431	107.000000
1679551165.638000	-26.920044	-8.770914	107.000000
1679551211.105000	-26.478821	-11.564816	107.000000
1679551281.997000	-25.960754	-15.319274	107.000000
1679551325.029000	-25.647736	-17.996550	107.000000
1679551394.290000	-25.270294	-21.694366	107.000000
1679551455.583000	-24.995422	-25.429356	107.000000
1679551525.393000	-24.773651	-29.179333	107.000000
1679551568.340000	-24.676697	-31.878555	107.000000
1679551638.756000	-24.611572	-35.677391	106.999992
1679551684.247000	-24.629456	-38.531425	107.000000
1679551755.418000	-24.760284	-42.373878	107.000000
1679551797.896000	-24.914978	-45.056412	107.000000
1679551867.621000	-25.267212	-48.821526	107.000000
1679551928.332000	-25.782288	-52.544716	107.000000
1679551998.603000	-26.546570	-56.331276	107.000000
1679552040.842000	-27.256958	-58.977188	107.000000
1679552111.796000	-28.620209	-62.776844	107.000000
1679552157.779000	-30.007690	-65.601685	107.000000
1679552227.258000	-32.491638	-69.251289	107.000000
1679552270.262000	-35.001373	-71.839874	107.000000
1679552340.154000	-40.082062	-75.363556	107.000000
1679552427.699000	-53.279785	-79.865417	107.000000
1679552497.750000	-72.047729	-82.393799	107.000000
1679552540.350000	-92.500977	-83.367142	107.000000
1679552610.423000	-124.713120	-82.928024	107.000000
1679552656.532000	-142.806519	-81.380669	107.000000
1679552726.591000	-157.166412	-78.484520	107.000000
1679552769.290000	-163.398804	-76.152534	107.000000
1679552839.190000	-169.057007	-72.666946	107.000000
1679552900.299000	-172.668060	-69.088264	107.000000
1679552969.678000	-175.114304	-65.444382	107.000000
1679553013.089000	-176.420670	-62.764107	107.000000
1679553082.010000	-177.737625	-59.079472	107.000000
1679553128.515000	-178.509583	-56.192726	107.000000
1679553198.971000	-179.256546	-52.397385	107.000008
1679553241.588000	-179.648727	-49.715477	107.000000
1679553311.478000	179.967468	-45.938419	107.000000
1679553372.785000	179.718155	-42.179115	107.000000
1679553441.876000	179.612671	-38.448811	107.000000
1679553485.025000	179.580948	-35.737049	107.000000
1679553555.477000	179.655212	-31.934299	107.000000
1679553601.534000	179.751343	-29.059217	107.000000
1679553671.315000	179.979538	-25.308964	107.000000
1679553714.679000	-179.822540	-22.599979	107.000000
1679553784.088000	-179.462173	-18.891052	107.000000
1679553845.796000	-179.032562	-15.155466	107.000000
1679553914.523000	-178.537018	-11.515193	107.000000
1679553958.012000	-178.116180	-8.836277	107.000000
1679554028.508000	-177.453476	-5.135059	107.000000
1679554074.329000	-176.893951	-2.357951	107.000000
1679554144.637000	-176.070496	1.288559	107.000000
1679554187.511000	-175.426498	3.867953	107.000000
1679554257.779000	-174.410248	7.448249	107.000008
1679554345.010000	-172.815811	12.341573	107.000000
1679554415.213000	-171.498596	15.820250	107.000000
1679554458.085000	-170.467270	18.261417	107.000000
1679554528.543000	-168.863892	21.648993	107.000000
1679554574.221000	-167.535400	24.147282	107.000000
1679554644.883000	-165.576599	27.402628	107.000000
1679554687.405000	-164.070206	29.636238	107.000000
1679554758.310000	-161.679382	32.729836	107.000000
1679554819.186000	-159.089661	35.629860	107.000000
1679554888.059000	-156.196350	38.373142	107.000000
1679554931.868000	-153.846497	40.303314	107.000000
1679555001.153000	-150.332489	42.767563	107.000000
1679555047.986000	-147.323074	44.541309	107.000000
1679555117.482000	-143.100677	46.599598	107.000000
1679555160.808000	-139.781921	47.924976	107.000000
1679555230.510000	-134.849686	49.486683	107.000000
1679555291.569000	-129.589554	50.711777	107.000000
1679555361.191000	-124.011765	51.567120	107.000000
1679555404.399000	-119.854813	51.933456	107.000000
1679555474.226000	-113.993134	52.092709	107.000000
1679555520.553000	-109.492432	51.927929	107.000000
1679555590.292000	-103.757202	51.362431	107.000000
1679555633.613000	-99.739990	50.702866	107.000000
1679555703.260000	-94.458832	49.468124	107.000000
1679555764.556000	-89.536743	47.908512	107.000000
1679555833.929000	-85.041748	46.036125	107.000000
1679555877.520000	-82.001648	44.504200	107.000000
1679555946.791000	-78.205566	42.199581	107.000000
1679555993.858000	-75.473053	40.253513	107.000000
1679556062.771000	-72.344360	37.621220	107.000000
1679556105.982000	-70.271149	35.594929	106.999992
1679556176.731000	-67.619202	32.624470	107.000000
1679556308.354000	-63.054810	26.201527	107.000000
1679556378.535000	-61.193939	22.929983	107.000000
1679556421.496000	-59.980377	20.553272	107.000000
1679556491.647000	-58.447296	17.156864	107.000000
1679556537.708000	-57.382507	14.531119	107.000000
1679556607.857000	-56.125366	11.039841	107.000000
1679556650.806000	-55.304565	8.511222	107.000000
1679556721.070000	-54.267456	4.933321	107.000000
1679556781.602000	-53.354034	1.396868	107.000000
1679556851.951000	-52.528870	-2.249171	107.000000
1679556894.606000	-51.999451	-4.849990	107.000000
1679556965.231000	-51.327850	-8.561964	107.000000
1679557010.780000	-50.888519	-11.355556	107.000000
1679557081.708000	-50.367401	-15.121941	107.000000
1679557124.660000	-50.049255	-17.790041	107.000000
1679557194.008000	-49.675415	-21.491367	107.000008
1679557255.255000	-49.380035	-25.221508	107.000000
1679557325.027000	-49.160187	-28.969782	106.999992
1679557367.893000	-49.062775	-31.664398	107.000000
1679557438.354000	-48.995636	-35.469025	107.000000
1679557483.818000	-49.002350	-38.311993	107.000000
1679557554.802000	-49.127197	-42.157558	107.000008
1679557597.464000	-49.274658	-44.839287	107.000000
1679557667.039000	-49.631561	-48.606262	107.000000
1679557727.916000	-50.134521	-52.327934	107.000000
1679557798.163000	-50.877014	-56.113846	107.000000
1679557840.419000	-51.573090	-58.760223	107.000000
1679557911.263000	-52.916412	-62.550594	107.000000
1679557957.314000	-54.271820	-65.384399	107.000000
1679558026.574000	-56.703796	-69.028519	107.000000
1679558139.343000	-64.074707	-75.143326	107.000000
1679558227.007000	-76.799316	-79.684784	107.000000
1679558296.710000	-94.840851	-82.264961	107.000000
1679558339.343000	-114.755798	-83.315933	107.000000
1679558409.392000	-147.154510	-83.027138	107.000000
1679558455.564000	-165.884918	-81.539581	107.000000
1679558525.555000	179.194427	-78.693611	107.000000
1679558568.128000	172.742294	-76.380898	106.999992
1679558637.980000	166.888504	-72.908485	107.000000
1679558699.132000	163.154739	-69.341537	107.000000
1679558768.507000	160.672272	-65.693893	107.000000
1679558811.809000	159.327454	-63.022148	107.000000
1679558880.835000	157.969299	-59.333553	107.000000
1679558927.262000	157.168076	-56.450539	107.000000
1679558997.652000	156.405716	-52.659542	107.000000
1679559040.357000	156.004044	-49.975803	107.000000
1679559110.290000	155.614883	-46.197769	107.000000
1679559171.510000	155.349304	-42.447662	107.000000
1679559240.681000	155.238220	-38.706314	107.000000
1679559283.688000	155.202744	-36.002960	107.000000
1679559354.162000	155.270844	-32.200470	107.000008
1679559400.153000	155.362671	-29.331383	107.000000
1679559469.960000	155.577728	-25.576563	107.000000
1679559513.253000	155.770874	-22.869877	107.000000
1679559582.630000	156.122345	-19.164148	107.000000
1679559644.207000	156.542847	-15.429071	107.000000
1679559713.190000	157.051224	-11.783228	107.000000
1679559756.539000	157.461716	-9.107893	107.000000
1679559827.027000	158.116043	-5.401458	107.000000
1679559872.941000	158.669373	-2.619238	107.000000
1679559943.071000	159.487289	1.020027	107.000000
1679559985.998000	160.128952	3.600233	107.000000
1679560056.207000	161.124573	7.185724	107.000000
1679560143.275000	162.707245	12.074000	107.000000
1679560213.970000	164.020920	15.576073	107.000000
1679560256.634000	165.045517	18.013567	107.000000
1679560327.296000	166.642517	21.416142	107.000000
1679560372.532000	167.949112	23.899197	107.000000
1679560443.631000	169.901367	27.181364	107.000000
1679560485.822000	171.388214	29.404480	107.000000
1679560556.989000	173.760788	32.521622	107.000000
1679560617.640000	176.328735	35.416737	107.000000
1679560686.783000	179.204361	38.185627	107.000000
1679560730.371000	-178.469452	40.112991	107.000000
1679560799.923000	-174.970215	42.592430	107.000000
1679560846.471000	-171.992340	44.370888	107.000000
1679560916.189000	-167.790710	46.460808	107.000000
1679560959.259000	-164.504410	47.795704	107.000000
1679561029.232000	-159.584213	49.387596	107.000000
1679561090.045000	-154.367584	50.624168	107.000000
1679561160.132000	-148.772629	51.517632	107.000000
1679561202.962000	-144.653824	51.910233	107.000000
1679561273.019000	-138.772736	52.096733	107.000000
1679561319.178000	-134.286057	51.952312	106.999992
1679561389.267000	-128.511108	51.401966	107.000000
1679561432.223000	-124.506622	50.776989	107.000000
1679561502.250000	-119.177948	49.553211	107.000000
1679561563.199000	-114.260468	48.022968	107.000000
1679561632.912000	-109.704376	46.167145	107.000000
1679561676.261000	-106.664978	44.653286	107.000000
1679561745.871000	-102.821045	42.355812	107.000000
1679561792.519000	-100.088440	40.424446	107.000000
1679561861.928000	-96.924011	37.789413	107.000000
1679561904.961000	-94.826416	35.787815	107.000000
1679561976.031000	-92.150757	32.805367	107.000000
1679562062.533000	-88.961823	28.571146	107.000000
1679562133.520000	-86.924438	25.335243	107.000000
1679562176.142000	-85.619385	23.005001	107.000000
1679562246.735000	-83.933929	19.643005	107.000000
1679562292.356000	-82.792236	17.066298	107.000000
1679562363.051000	-81.416382	13.592796	107.000000
1679562405.917000	-80.525452	11.094357	107.000000
1679562476.402000	-79.389832	7.532820	107.000000
1679562536.836000	-78.399292	4.025702	107.000000
1679562607.352000	-77.493744	0.393258	107.000000
1679562650.022000	-76.917328	-2.194262	107.000000
1679562720.732000	-76.184570	-5.886193	107.000000
1679562765.840000	-75.693848	-8.654145	107.000000
1679562837.131000	-75.118469	-12.414892	106.999992
1679562880.068000	-74.748077	-15.073749	107.000000
1679562949.475000	-74.329010	-18.766773	106.999992
1679563010.410000	-73.977997	-22.482571	107.000000
1679563080.578000	-73.690979	-26.237461	107.000000
1679563123.497000	-73.546112	-28.930794	107.000000
1679563194.026000	-73.411560	-32.730301	107.000000
1679563239.252000	-73.376923	-35.569275	107.000000
1679563310.505000	-73.403931	-39.417419	107.000000
1679563353.082000	-73.513672	-42.098495	107.000000
1679563422.862000	-73.749084	-45.870628	107.000000
1679563483.463000	-74.135712	-49.586872	107.000008
1679563553.896000	-74.699646	-53.388947	107.000000
1679563596.198000	-75.242462	-56.043350	107.000000
1679563667.111000	-76.299347	-59.855164	107.000000
1679563712.936000	-77.370605	-62.688332	107.000000
1679563782.484000	-79.236694	-66.378754	107.000000
1679563825.612000	-81.069061	-69.009186	107.000000
1679563895.262000	-84.655518	-72.614273	107.000000
1679563982.709000	-93.392273	-77.414268	107.000000
1679564052.840000	-105.239929	-80.489876	107.000000
1679564095.298000	-118.905823	-82.240311	107.000000
1679564165.524000	-148.450851	-83.453056	107.000000
1679564211.241000	-172.652924	-82.974724	107.000000
1679564281.733000	164.563766	-80.804993	107.000000
1679564324.026000	154.940445	-78.738731	107.000000
1679564394.201000	146.430679	-75.410179	107.000000
1679564454.848000	141.326843	-71.951118	107.000000
1679564524.752000	138.002136	-68.332054	107.000000
1679564567.599000	136.295929	-65.706596	107.000000
1679564637.076000	134.534195	-62.014423	107.000000
1679564683.790000	133.525543	-59.122601	107.000000
1679564752.983000	132.561615	-55.412712	107.000000
1679564795.944000	132.028503	-52.719769	107.000000
1679564866.436000	131.502701	-48.911037	106.999992
1679564926.971000	131.144180	-45.200996	107.000000
1679564996.923000	130.933258	-41.414131	107.000000
1679565040.333000	130.847305	-38.690384	107.000000
1679565109.508000	130.839966	-34.954445	107.000000
1679565155.786000	130.883102	-32.059402	107.000000
1679565226.389000	131.040024	-28.261406	107.000000
1679565269.103000	131.189545	-25.584404	107.000000
1679565339.155000	131.481750	-21.827194	107.000000
1679565400.291000	131.851318	-18.114567	107.000000
1679565469.844000	132.295807	-14.420973	107.000000
1679565513.668000	132.672302	-11.713607	107.000000
1679565582.769000	133.254822	-8.067283	107.000008
1679565628.949000	133.761627	-5.248317	107.000000
1679565699.965000	134.519653	-1.543949	107.000000
1679565742.676000	135.104462	1.042487	107.000000
1679565813.179000	136.030029	4.668271	107.000000
1679565944.686000	138.287354	11.970093	107.000000
1679566015.372000	139.599487	15.475777	107.000000
1679566058.094000	140.617859	17.914890	107.000000
1679566128.761000	142.209473	21.315975	107.000000
1679566174.062000	143.513748	23.815960	107.000000
1679566245.043000	145.452148	27.091122	107.000000
1679566287.426000	146.941574	29.321852	107.000000
1679566358.553000	149.309662	32.437618	107.000000
1679566417.906000	151.820358	35.282803	106.999992
1679566489.645000	154.797607	38.161377	107.000000
1679566532.203000	157.071228	40.050140	107.000000
1679566601.926000	160.571625	42.544720	107.000000
1679566648.132000	163.523636	44.319092	107.000000
1679566718.255000	167.741333	46.425621	107.000000
1679566761.252000	171.005707	47.770306	107.000000
1679566831.418000	175.938583	49.369850	107.000000
1679566892.071000	-178.856842	50.609375	107.000000
1679566962.239000	-173.255096	51.500725	107.000000
1679567005.216000	-169.129776	51.900738	107.000000
1679567075.459000	-163.232330	52.093575	107.000000
1679567121.452000	-158.761917	51.957336	107.000000
1679567191.657000	-152.965454	51.422455	106.999992
1679567234.746000	-148.954803	50.788940	107.000000
1679567304.680000	-143.625458	49.581093	106.999992
1679567365.864000	-138.690552	48.042068	107.000000
1679567435.496000	-134.135757	46.190620	107.000008
1679567478.996000	-131.074570	44.675171	107.000000
1679567548.547000	-127.231964	42.378578	107.000000
1679567595.288000	-124.498871	40.448296	107.000000
1679567664.779000	-121.328735	37.810326	107.000000
1679567707.874000	-119.228851	35.799187	107.000000
1679567778.901000	-116.552399	32.824291	107.000000
1679567865.356000	-113.361984	28.596628	107.000000
1679567936.260000	-111.319870	25.360355	107.000000
1679567979.046000	-110.001678	23.028442	107.000000
1679568049.631000	-108.332672	19.664190	107.000000
1679568095.246000	-107.184631	17.082989	107.000000
1679568165.876000	-105.811172	13.617545	107.000000
1679568208.673000	-104.917465	11.122110	107.000000
1679568279.211000	-103.783691	7.564657	107.000000
1679568339.599000	-102.789673	4.056239	107.000000
1679568410.173000	-101.884705	0.422421	107.000000
1679568452.689000	-101.308868	-2.160921	107.000000
1679568523.497000	-100.572601	-5.859895	107.000000
1679568568.768000	-100.079041	-8.635643	107.000000
1679568640.002000	-99.494873	-12.385508	107.000000
1679568681.956000	-99.146332	-14.995088	107.000000
1679568753.558000	-98.707672	-18.813992	107.000000
1679568813.741000	-98.357300	-22.473598	107.000000
1679568883.634000	-98.069946	-26.220535	106.999992
1679568926.526000	-97.929321	-28.913284	107.000000
1679568997.080000	-97.799652	-32.715363	107.000000
1679569042.368000	-97.759369	-35.552460	107.000008
1679569113.741000	-97.788208	-39.408485	107.000000
1679569156.223000	-97.883789	-42.087864	106.999992
1679569225.929000	-98.117401	-45.856010	107.000000
1679569286.790000	-98.510956	-49.585236	107.000000
1679569357.046000	-99.082397	-53.379826	107.000000
1679569399.252000	-99.630554	-56.024765	106.999992
1679569470.059000	-100.662354	-59.833210	107.000000
1679569516.193000	-101.734222	-62.685612	107.000000
1679569585.480000	-103.585175	-66.358986	107.000000
1679569628.506000	-105.422180	-68.985748	107.000000
1679569698.194000	-109.036987	-72.586609	107.000000
1679569785.749000	-117.726746	-77.389107	107.000000
1679569855.736000	-129.504639	-80.469521	107.000008
1679569898.262000	-143.184525	-82.221237	107.000000
1679569968.473000	-172.602753	-83.457642	106.999992
1679570014.045000	163.191574	-82.988144	107.000000
1679570084.704000	140.285370	-80.818420	107.000000
1679570126.888000	130.611282	-78.763329	107.000000
1679570197.134000	122.077255	-75.439941	107.000000
1679570257.783000	116.981613	-71.980621	107.000000
1679570327.849000	113.624290	-68.347855	107.000000
1679570370.576000	111.897736	-65.730774	107.000000
1679570440.107000	110.156273	-62.029099	107.000000
1679570487.064000	109.128593	-59.135345	107.000000
1679570555.992000	108.182625	-55.426010	106.999992
1679570598.968000	107.652031	-52.736961	107.000000
1679570669.437000	107.113861	-48.924400	107.000000
1679570730.235000	106.760208	-45.205750	107.000000
1679570800.056000	106.551323	-41.432125	107.000000
1679570843.260000	106.462585	-38.718994	107.000000
1679570912.516000	106.460037	-34.974495	107.000008
1679570958.930000	106.503067	-32.079151	107.000000
1679571029.456000	106.654022	-28.274944	107.000008
1679571072.271000	106.806206	-25.593081	106.999992
1679571142.242000	107.103676	-21.838682	107.000000
1679571203.531000	107.465599	-18.118065	107.000000
1679571272.834000	107.914307	-14.434532	107.000000
1679571315.791000	108.274994	-11.775330	107.000000
1679571386.795000	108.877205	-8.024463	107.000000
1679571431.942000	109.370880	-5.269620	107.000000
1679571502.972000	110.131409	-1.563582	107.000000
1679571545.482000	110.717392	1.013067	107.000000
1679571616.242000	111.650398	4.650376	107.000008
1679571703.013000	113.095993	9.573313	107.000000
1679571773.600000	114.305946	13.107807	107.000000
1679571816.218000	115.244347	15.575408	107.000000
1679571886.890000	116.731796	19.014725	107.000000
1679571932.333000	117.935165	21.548470	107.000000
1679572003.290000	119.734833	24.884228	107.000000
1679572045.500000	121.115433	27.158241	107.000000
1679572116.676000	123.305077	30.346378	107.000000
1679572176.279000	125.636993	33.280197	107.000000
1679572247.550000	128.381454	36.242008	107.000000
1679572290.203000	130.481262	38.218704	107.000000
1679572359.635000	133.718399	40.830963	107.000000
1679572406.168000	136.472733	42.730270	107.000000
1679572475.897000	140.393478	44.989456	107.000000
1679572518.951000	143.460114	46.468605	107.000008
